major_code,major_name,subject_group,point,year,university_code,university_name
7380101,Luật,D78,26.52,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,D82,25,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,C00,28.36,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,A01,24.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,D01,25.4,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101CLC,Luật chất lượng cao,A01,24.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101CLC,Luật chất lượng cao,D01,25.4,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101CLC,Luật chất lượng cao,D78,26.52,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật Thương mại quốc tế,A00,26.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật Thương mại quốc tế,A01,26.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật Thương mại quốc tế,D01,26.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật Thương mại quốc tế,D78,26.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật Thương mại quốc tế,D82,26.5,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật Kinh doanh,D78,25.8,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật Kinh doanh,D82,25.8,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật Kinh doanh,A00,25.8,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật Kinh doanh,A01,25.8,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật Kinh doanh,D01,25.8,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật Kinh doanh,D03,25.8,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,,18,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101CLC,Luật chất lượng cao,,18,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật thương mại quốc tế,,18,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật kinh doanh,,18,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,,19.7,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101CLC,Luật chất lượng cao,,19.7,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật thương mại quốc tế,,19.7,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật kinh doanh,,19.7,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101,Luật,,21.38,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380101CLC,Luật chất lượng cao,,21.75,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380109,Luật thương mại quốc tế,,21.75,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
7380110,Luật kinh doanh,,22.63,2024,QHL,Khoa Luật (ĐHQG Hà Nội)
QHQ02,"Kế toán, Phân tích và Kiểm toán",A00; A01; D01; D03; D06; D96; D97; DD0,22.75,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ03,Hệ thống thông tin quản lý,A00; A01; D01; D03; D06; D96; D97; DD0,22.35,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ04,Tin học và Kỹ thuật máy tính,A00; A01; D01; D03; D06; D07; D23; D24,21,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ05,Phân tích dữ liệu kinh doanh,A00; A01; D01; D03; D06; D07; D23; D24,24.05,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ06,"Marketing (song bằng VNU-HELP, Malaysia)",A00; A01; D01; D03; D06; D96; D97; DD0,21.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ08,Tự động hóa và Tin học (Kỹ sư),A00; A01; D01; D03; D06; D07; D23; D24,21.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ09,Ngôn ngữ Anh,A01; D01; D78; D90,25.15,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ10,Công nghệ thông tin ứng dụng,A00; A01; D01; D03; D06; D07; D23; D24,22.75,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ11,Công nghệ tài chính và kinh doanh số,A00; A01; D01; D03; D06; D07; D23; D24,23.3,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,A00; A01; D01; D03; D06; D07; D23; D24,23.35,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ01,Kinh doanh quốc tế,,80,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ02,"Kế toán, Phân tích và Kiểm toán",,80,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ03,Hệ thống thông tin quản lý,,80,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ04,Tin học và Kỹ thuật máy tính,,80,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ05,Phân tích dữ liệu kinh doanh,,80,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ06,Marketing,,83,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ08,Tự động hóa và Tin học,,81,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ09,Ngôn ngữ Anh,,84,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ10,Công nghệ thông tin ứng dụng,,82,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ11,Công nghệ tài chính và kinh doanh số,,81,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,,80,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ01,Kinh doanh quốc tế,,775,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ03,Hệ thống thông tin quản lý,,764,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ04,Tin học và Kỹ thuật máy tính,,876,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ05,Phân tích dữ liệu kinh doanh,,893,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ01,Kinh doanh quốc tế,,24.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ01,Kinh doanh quốc tế,,19.3,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ02,"Kế toán, Phân tích và Kiểm toán",,24.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ02,"Kế toán, Phân tích và Kiểm toán",,19.67,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ03,Hệ thống thông tin quản lý,,24.8,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ03,Hệ thống thông tin quản lý,,19.43,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ04,Tin học và Kỹ thuật máy tính,,25.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ04,Tin học và Kỹ thuật máy tính,,20.05,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ05,Phân tích dữ liệu kinh doanh,,25.1,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ05,Phân tích dữ liệu kinh doanh,,20.18,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ06,Marketing,,24.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ06,Marketing,,19.93,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ08,Tự động hóa và Tin học,,25,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ08,Tự động hóa và Tin học,,20.5,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ09,Ngôn ngữ Anh,,25.3,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ09,Ngôn ngữ Anh,,20.2,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ10,Công nghệ thông tin ứng dụng,,25.3,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ10,Công nghệ thông tin ứng dụng,,20.6,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ11,Công nghệ tài chính và kinh doanh số,,19.43,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ11,Công nghệ tài chính và kinh doanh số,,24.8,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,,20.47,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,,24.6,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ01,Kinh doanh quốc tế,,1100,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ02,"Kế toán, Phân tích và Kiểm toán",,1120,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ03,Hệ thống thông tin quản lý,,1340,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ04,Tin học và Kỹ thuật máy tính,,1260,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ05,Phân tích dữ liệu kinh doanh,,1160,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ06,Marketing,,1260,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ08,Tự động hóa và Tin học,,1130,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ09,Ngôn ngữ Anh,,1300,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ11,Công nghệ tài chính và kinh doanh số,,1270,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
QHQ12,Kỹ thuật hệ thống công nghiệp và Logistics,,1130,2024,QHQ,Khoa Quốc tế (ĐHQG Hà Nội)
7720201,Dược học,A00,25.1,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720301,Điều dưỡng,B00,24.49,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720501,Răng Hàm Mặt,B00,27,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720601,Kĩ thuật Xét nghiệm y học,B00,24.83,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720602,Kĩ thuật Hình ảnh y học,B00,24.49,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720101,Y khoa,,20.6,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720201,Dược học,,20,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720301,Điều dưỡng,,16.65,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720501,Răng- Hàm- Mặt,,20,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720601,Kĩ thuật xét nghiệm y học,,18.65,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
7720602,Kĩ thuật hình ảnh y học,,17,2024,QHY,Trường ĐẠI HỌC Y Dược (ĐHQG Hà Nội)
CN10,Công nghệ nông nghiệp,A00; A01; B00,22.5,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN11,Kỹ thuật điều khiển và tự động hoá,A00; A01; D01,27.05,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN12,Trí tuệ nhân tạo,A00; A01; D01,27.12,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN13,Kỹ thuật năng lượng,A00; A01; D01,24.59,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN14,Hệ thống thông tin,A00; A01; D01,26.87,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN15,Mạng máy tính và truyền thông dữ liệu,A00; A01; D01,26.92,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN17,Kỹ thuật Robot,A00; A01; D01,25.99,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN18,Thiết kế công nghiệp và đồ họa,A00; A01; D01,24.64,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN2,Kỹ thuật máy tính,A00; A01; D01,26.97,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN3,Vật lý kỹ thuật,A00; A01; D01,25.24,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN4,Cơ kỹ thuật,A00; A01; D01,26.03,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN5,Công nghệ kỹ thuật xây dựng,A00; A01; D01,23.91,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN6,Công nghệ kỹ thuật cơ – điện tử,A00; A01; D01,26.27,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN7,Công nghệ hàng không vũ trụ,A00; A01; D01,24.61,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN8,Khoa học máy tính,A00; A01; D01,27.58,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN9,Công nghệ kỹ thuật điện tử – viễn thông,A00; A01; D01,26.3,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN1,Công nghệ thông tin,,23.5,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN10,Công nghệ nông nghiệp,,17,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN11,Kỹ thuật điều khiển và tự động hóa,,22,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN12,Trí tuệ nhân tạo,,22,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN13,Kỹ thuật năng lượng,,17,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN14,Hệ thống thông tin,,20,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN15,Mạng máy tính & truyền thông dữ liệu,,20,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN17,Kỹ thuật Robot,,19,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN18,Thiết kế công nghiệp và đồ họa,,18,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN2,Kỹ thuật máy tính,,20,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN3,Vật lý kỹ thuật,,17,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN4,Cơ kỹ thuật,,17,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN5,Công nghệ kỹ thuật xây dựng,,17,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN6,Công nghệ kỹ thuật cơ điện tử,,20,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN7,Công nghệ Hàng không vũ trụ,,17,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN8,Khoa học máy tính,,22,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN9,Công nghệ KT điện tử – viễn thông,,20,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN1,Công nghệ thông tin,,28,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN10,Công nghệ nông nghiệp,,23.8,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN11,Kỹ thuật điều khiển và tự động hóa,,27,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN12,Trí tuệ nhân tạo,,27.75,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN12,Trí tuệ nhân tạo,,26.5,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN13,Kỹ thuật năng lượng,,23.9,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN14,Hệ thống thông tin,,24,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN15,Mạng máy tính & truyền thông dữ liệu,,24,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN17,Kỹ thuật Robot,,23.11,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN18,Thiết kế công nghiệp và đồ họa,,23.1,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN2,Kỹ thuật máy tính,,26.25,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN3,Vật lý kỹ thuật,,23.4,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN4,Cơ kỹ thuật,,23.5,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN5,Công nghệ kỹ thuật xây dựng,,23.6,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN6,Công nghệ kỹ thuật cơ điện tử,,23.12,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN7,Công nghệ Hàng không vũ trụ,,23.7,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN8,Khoa học máy tính,,27.15,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN8,Khoa học máy tính,,26.5,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
CN9,Công nghệ KT điện tử – viễn thông,,24,2024,QHI,Trường ĐẠI HỌC Công nghệ (ĐHQG Hà Nội)
7310105,Kinh tế phát triển,A01; D01; D09; D10,33.35,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310106,Kinh tế quốc tế,A01; D01; D09; D10,33.43,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340101,Quản trị kinh doanh,A01; D01; D09; D10,33.33,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340201,Tài chính - Ngân hàng,A01; D01; D09; D10,33.62,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340301,Kế toán,A01; D01; D09; D10,33.1,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310101,Kinh tế,,98,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310105,Kinh tế Phát triển,,95,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310106,Kinh tế quốc tế,,110,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340101,Quản trị Kinh doanh,,98,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340201,Tài chính Ngân hàng,,105,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340301,Kế toán,,95,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310101,Kinh tế,,1460,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310105,Kinh tế Phát triển,,1460,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310106,Kinh tế quốc tế,,1540,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7310106,Kinh tế quốc tế,,23,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340101,Quản trị Kinh doanh,,1540,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340201,Tài chính Ngân hàng,,1540,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
7340301,Kế toán,,1460,2024,QHE,Trường ĐẠI HỌC Kinh tế (ĐHQG Hà Nội)
GD2,"Sư phạm Ngữ văn, Lịch sử, Lịch sử và Địa lý",D01; C00; D14; D15,28.76,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD3,Khoa học Giáo dục và Khác,A00; B00; C00; D01,24.92,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD4,Giáo dục tiểu học,A00; B00; C00; D01,28.89,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD5,Giáo dục mầm non,A00; B00; C00; D01,27.85,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD1,"Sư phạm Toán và Khoa học tự nhiên, gồm 5 ngành: Sư phạm Toán học; Sư phạm Vật lí; Sư phạm Hoá học; Sư phạm Sinh học; Sư phạm Khoa học tự nhiên.",,106,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD2,"Sư phạm Ngữ văn, Lịch sử, Lịch sử-Địa lí, gồm 3 ngành: Sư phạm Ngữ văn; Sư phạm Lịch sử; Sư phạm Lịch sử-Địa lí",,100,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD3,"Khoa học giáo dục và khác, gồm 6 ngành: Quản trị trường học; Quản trị chất lượng giáo dục; Quản trị Công nghệ giáo dục; Khoa học giáo dục; Tham vấn học đường; Tâm lí học (chuyên ngành Tâm lí học lâm sàng trẻ em và vị thành niên)",,80,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD4,Giáo dục Tiểu học,,103,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD5,Giáo dục Mầm non,,100,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD1,"Sư phạm Toán và Khoa học tự nhiên, gồm 5 ngành: Sư phạm Toán học; Sư phạm Vật lí; Sư phạm Hoá học; Sư phạm Sinh học; Sư phạm Khoa học tự nhiên.",,996,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD2,"Sư phạm Ngữ văn, Lịch sử, Lịch sử-Địa lí, gồm 3 ngành: Sư phạm Ngữ văn; Sư phạm Lịch sử; Sư phạm Lịch sử-Địa lí",,996,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD3,"Khoa học giáo dục và khác, gồm 6 ngành: Quản trị trường học; Quản trị chất lượng giáo dục; Quản trị Công nghệ giáo dục; Khoa học giáo dục; Tham vấn học đường; Tâm lí học (chuyên ngành Tâm lí học lâm sàng trẻ em và vị thành niên)",,996,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD4,Giáo dục Tiểu học,,996,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD5,Giáo dục Mầm non,,996,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD1,"Sư phạm Toán và Khoa học tự nhiên, gồm 5 ngành: Sư phạm Toán học; Sư phạm Vật lí; Sư phạm Hoá học; Sư phạm Sinh học; Sư phạm Khoa học tự nhiên.",,1350,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD2,"Sư phạm Ngữ văn, Lịch sử, Lịch sử-Địa lí, gồm 3 ngành: Sư phạm Ngữ văn; Sư phạm Lịch sử; Sư phạm Lịch sử-Địa lí",,1350,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD3,"Khoa học giáo dục và khác, gồm 6 ngành: Quản trị trường học; Quản trị chất lượng giáo dục; Quản trị Công nghệ giáo dục; Khoa học giáo dục; Tham vấn học đường; Tâm lí học (chuyên ngành Tâm lí học lâm sàng trẻ em và vị thành niên)",,1350,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD4,Giáo dục Tiểu học,,1350,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
GD5,Giáo dục Mầm non,,1350,2024,QHS,Trường ĐH Giáo dục (ĐHQG Hà Nội)
QHT02,Toán tin,A00; A01; D07; D08,34,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT03,Vật lý học,A00; A01; A02; C01,25.3,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT04,Khoa học vật liệu,A00; A01; A02; C01,24.6,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT05,Công nghệ kỹ thuật hạt nhân,A00; A01; A02; C01,24.3,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT06,Hoá học,A00; B00; D07; C02,25.15,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT07,Công nghệ kỹ thuật hoá học,A00; B00; D07; C02,24.8,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT08,Sinh học,A00; A02; B00; B08,23.35,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT09,Công nghệ sinh học,A00; A02; B00; B08,24.45,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT10,Địa lý tự nhiên,A00; A01; B00; D10,22.4,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT12,Quản lý đất đai,A00; A01; B00; D10,23,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT13,Khoa học môi trường,A00; A01; B00; D07,20,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT15,Công nghệ kỹ thuật môi trường,A00; A01; B00; D07,21,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT16,Khí tượng và khí hậu học,A00; A01; B00; D07,20.8,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT17,Hải dương học,A00; A01; B00; D07,20,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT18,Địa chất học,A00; A01; D10; D07,20,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT20,Quản lý tài nguyên và môi trường,A00; A01; D10; D07,21.5,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT43,Hoá dược,A00; B00; D07; C02,25.65,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT81,Sinh dược học,A00; A02; B00; B08,24.25,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT82,"Môi trường, sức khoẻ và an toàn",A00; A01; B00; D07,20,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT91,Khoa học thông tin địa không gian,A00; A01; B00; D10,22.5,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
QHT92,Tài nguyên và môi trường nước,A00; A01; B00; D07,20,2024,QHT,Trường ĐH Khoa học Tự nhiên (ĐHQG Hà Nội)
